erakond,message
Kesk,"Puudlid andsid peremehele kinga.............................      Sotside ettepanekule jätkuks........................................        Tegelikult oli sotsialistidel-pugejatel endil vesi ahjus ja oli selge hädavajadus viimasel hetkel haarata initsiatiiv, lootuses, et ehk siis halastatakse. Sama oleks võinud teha ka IRL, kuid need on pisut uimasemad pugejad ja haritud inimest polnud neil ka võtta. Eks näis, mis tuleb! Kuid palju sõltub KESKI sisekonfliktist. Nimelt see kui KESK otsustab sisemiselt leppida (kas või ajutiselt) ja Savisaare praadimise eest isamareetureid pisut karistada (muidugi õiglaselt), siis on EKREL ja Vabal suured šansid ning skalbi võtmine on iseenesest nauding - saab 2 kärbest ühe hoobiga - pikaajalistele piinajatele ora tagumikku ja tulele. Suurim probleem on siis muidugi EKRE ja pedesotsialistide mahtumine ühte ruumi???? Aga siin on ka head võimalused veel varuks. Nimelt psühholoogilised nagu pokkeris. Kui Ekrel jätkuks kavalust  ja KESKIL  otsustusvõimet koos õiglustundega,siis (aga rohkem ma ei saa avalikult ütelda, sest see on liiga hea, et niisama raisku lasta minna vingel strateegilisel ideel.....)"
Kesk,"Riigikogu liige Tarmo Tamm on värskes Kesknädalas hakkama saanud väga hea arvamuslooga, kus ta räägib Eesti ja Läti aktsiisipoliitikast ning üha hoogu koguvast piirimajandusest. Soovitame lugeda!

Loo leiad siit: http://kesknadal.ee/est/uudised?id=27731"
Kesk,"""Kandideerin Keskerakonna esimeheks, et muuta Eesti poliitikat õiglasemaks ja sotsiaalsemaks ning taastada riigi ja kohalike omavalitsuste konstruktiivne koostöö. Vajame põhimõttelisi muutusi sotsiaal- ja maksupoliitikas, majanduses ning regionaal- ja rahvastikupoliitikas. Samuti peab koheselt lõppema Eesti elanike vastandamine rahvuse, vanuse, soo ja teiste kriteeriumite alusel,"" kirjutab Pealinnas Riigikogu aseesimees Jüri Ratas. Ta lisas, et Eesti poliitika muutmiseks peame kasvama ka ise tugevamaks ning minema pärast kongressi edasi ühtse meeskonnana. Ainult nii õigustame ja austame oma valijate ootusi. 

Loe pikemalt siit: http://www.pealinn.ee/koik-uudised/juri-ratas-keskerakond-laheb-kohalikke-valimisi-voitma-n178469"
Kesk,"""Hetkel tegeleme koos Vabaerakonna ja EKRE fraktsioonide juhtidega peaministri umbusaldusavalduse teksti koostamisega. Täna on meil plaanis selleteemaline kohtumine EKRE ning Vabaerakonna fraktsioonide esindajatega, sest loomulikult on igal fraktsioonil lisaks paljudele kokkulangevustele peaministri puudujääkide osas ka eripäraseid etteheiteid. Seega võtame aja, et kõik saaksid avaldusele täiendusi teha ning et seeläbi liituks sellega võimalikult palju rahvasaadikuid,"" kommenteeris Kadri Simson täna peaministri võimalikku umbusaldamist. Kui aga tekst on koos, tuleb ka umbusaldamine! Vajuta meeldib, kui toetad opositsiooni ühist algatust (Y)!"
Kesk,"Riigikogu Keskerakonna fraktsiooni esimees Kadri Simson leiab, et Reformierakonna esimehe, peaminister Taavi Rõivase hiljutine esinemine Vikerraadio otse-eetris annab aimu tema lühinägelikust arusaamisest riigiasjadest ning näitab, kuidas Rõivas muretseb vaid iseenda positsiooni pärast. 

""Presidendivalimiste kõige piinlikumad hetked tulenesid justnimelt Reformierakonna rumalatest käikudest, sest Taavi Rõivas ei suutnud sisuliselt erakonda juhtida,"" ütles Kadri Simson. Kas toetad Kadri arvamust?

Loe pikemalt siit: http://www.pealinn.ee/koik-uudised/simson-roivase-kraaklemine-on-luhinagelik-n177569"
Kesk,"""Varimajanduse vähendamiseks tuleb kehtivaid maksuvabu miinimume suurendada, teha seda jõulisemalt, koheselt ja märgatavalt, mitte paari euro võrra. Kui täna on tulumaksuvaba miinimum 170 eurot, võiksime selle tõsta näiteks 500-le eurole,"" sõnas Riigikogu majanduskomisjoni liige Erki Savisaar. Mis sina sellest mõttest arvad?"
Kesk,"Ootus ning lootus on suur! Täna saab Eesti endale uue presidendi ning oleme kindlad, et selleks saab Mailis Reps!"
Kesk,"""Vaadates meie keskmise eluea numbreid, siis on näha, et keskmine Eesti mees veaks isegi kuidagi uue pensionieani välja. Samas on see elu võrdlemisi keeruline. Siinkohal tuleb vaadata tervena elatud aastaid, mille poolest on Eesti mehed Euroopa viletsaimate seas. Alates 2009. aastast on naiste tervena elatud aastate arv vähenenud 2,1 aastat ja meestel 1,9 aastat – pole just nagu arvud, mille pealt pensioniiga tõstma hakata. Meil on väga palju haigeid vanureid ning seega ei saa ma kuidagi minister Tsahkna plaani mõistlikuks pidada,"" rääkis Viktor Vassiljev plaanist, mis näeb ette pensioniea tõstmist 70. eluaastani."
Kesk,"Palun blogis arvamusi valitsusasutuste Tallinnast äraviimise teemal.

"
Kesk,"Riigikogu liige Siret Kotka on tõstatanud väga õige teema! Pidevalt on olnud juttu, et valitsusel ei jagu põllumeestele raha. Kuid kui on vaja soetada ministrile uus, enam kui 50 000 eurot maksev ametiauto, siis sellega muret ei ole."
Kesk,"Siin uudises ka mõned head pildid tänasest toetusallkirjade üleandmisest! Uhke, et just Keskerakond esitas esimese presidendikandidaadi!"
Kesk,Kristiine Tänavatoidufestival on täies hoos! Keskerakond annetab müügist saadud tulu Kristiine vähekindlustatud peredele.
Kesk,"Vaatamata sajusele ilmale Tallinnas on meie tublid noored täna Põhja-Tallinna Pere- ja Tervisepäeval. Tule ja saa üritusest osa, seet nagu tarvitsetakse öelda - ei ole kehva ilma, on vaid halb riietus!"
Kesk,"(Suve)päevad, mis ajasid segadusse...pool tuhat keskerakondlast kogunes 30.-31. juulil Käsmus, et pidada 1990-ndate stiilis meeleolukaid suvepäevi. Sisukad arutelud, tulised sportlikud mõõduvõtmised ning nauditav meelelahutusprogramm pakkus igale suvepäevalisele midagi meeldejäävat ja kaasahaaravat. Aitäh kõigile, oli suurepärane üritus!"
Kesk,"Maavanemate kaotamisest on Keskerakond rääkinud juba pikka aega. Nende roll ja reaalsed ülesanded on aastatega aina vähenenud. Maavanema nimetab ametisse viieks aastaks Vabariigi Valitsus peaministri ettepanekul, mistõttu on maavanematest saanud valitsuskoalitsiooni käepikendus maakondades. Kui uurida maavanemate poliitilist jaotust, siis 15 maavanemast viis on Reformierakonna liikmed, viis on sotside liikmed ning IRLile on jäänud neli maavanema koht. Tundub, et ilma õige erakonna liikmepiletita ei olegi võimalik maavanema rolli täita. Vaid Jõgeva maavanem on viimane politiseerimata maavanem Eestis.
Maksumaksja raha eest pole mõistlik pidada üleval politiseeritud maavanemaid, kes tegelevad oma koduparteisse uute liikmete otsimisega ning kohalike valimiste jaoks valimisnimekirjade koostamisega. On olemas omavalitsusliidud, kes suudavad seista maakonna regionaalse arengu eest ning täita reaalseid maavalitsuste ülesandeid. Dubleerimine pole vajalik."
Kesk,Täna tähistab oma 70. juubelit Enn Eesmaa! Jäta oma õnnesoovid sünnipäevalapsele siia postituse alla!
Kesk,"Riigikogu Keskerakonna fraktsiooni aseesimees Mailis Reps edastas täna keskkonnaminister Marko Pomerantsile arupärimise, millega soovitakse juhtida tähelepanu probleemidele, mida põhjustavad Viljandi järvel liiklevad jetid ja kaatrid. 

„Külastasime möödunud nädalal fraktsiooniga Viljandit ning kohalikud juhtisid meie tähelepanu probleemidele, mis vajavad keskkonnaministri sekkumist. Nimelt on kohalike hinnangul Viljandi järvel toimuv jetide ja kaatrite veeliiklus seadnud ohtu järve elustiku toimimise, sest nad ei arvesta kehtivate normidega. Sellise tegevusega seatakse ohtu järvel viibivad kalamehed, puhkajad, süstasportlased ning sõudepaadi laenutanud turistid. Kuna varasemad pöördumised pole ministrit tegutsema pannud, proovime omalt poolt probleemi lahendamisele kaasa aidata,“ rääkis Riigikogu Keskerakonna fraktsiooni aseesimees Mailis Reps."
Kesk,"Türi lillelaadal on päris mõnus! Leidsime üles riigikogulased Kersti Sarapuu ja Erki Savisaare. Paneme nad õhupalle jagama, sest rahvasaadiku töö käib ka laadal :)"
Kesk,"""Raha eest tervist ei osta, aga tervislik eluviis meie tingimustes maksab raha. Siin tuleb visata päris pirakas kivi meie valitsuse kapsaaeda,"" sõnas riigikogu sotsiaalkomisjoni liige Viktor Vassiljev, kelle sõnul peab riik panustama rohkem noorte tervisesse.
Vassiljev märkis Tallinna TV uudistesaates, et rohkem raha tuleb suunata noorte huvi- ja sporditegevusse ning kõiksugu terviseprogrammidesse. ""Sel juhul kasvab noorsugu, mis on tervem ja suudab ohu korral oma kodumaad kaitsta, mitte mamma tiivakese all oodata, mis saab."" Kas nõustud Viktori arvamusega?"
Kesk,"Riigikogu liige Märt Sults sõnas eile toimunud kultuurikomisjoni avalikul arutelul, et esimene samm lasteaiaõpetajate töö väärtustamise teel peaks olema mõistmine, et nende tehtav töö on samaväärne õpetajate tööga koolis. Sellest lähtuvalt on ka arusaadav, et neile makstav töötasu peaks olema vähemalt võrdne õpetajate palga alammääraga.

""On juba ammu aeg mõista, et lasteaiaõpetajad on meie laste eduka tuleviku aluseks. Kui aga alusmüüri ladumist piisavalt ei väärtustata, võib kõik ülejäänud lihtsalt kokku variseda. Lasteaiaõpetajate tööd tuleb rohkem väärtustada ja siin ei piisa vaid palganumbri kasvatamisest, kuid see oleks kindlasti samm õiges suunas,"" sõnas riigikogulane Märt Sults."
Kesk,"«Me ei vaidle sellega, et Eesti vajab haldusreformi, kuid täna valitsuse poolt välja pakutud reformil puudub sisu,» ütles keskfraktsiooni esimees Kadri Simson.

Ta märkis, et kui koalitsioon jätkab jäärapäiselt ja opositsiooni pakutud ettepanekutega ei arvesta, võivad muudatused kaasa tuua ööistungeid. «Koalitsioonil on haldusreformiga kiire ning selle elluviimiseks on nad valmis rakendama teerullipoliitikat. Kui aga soovitakse reformile ka mingi sisu juurde anda ning vältida ööistungeid, peavad nad võtma kuulda meie põhilisi ettepanekuid,» ütles Simson. Kui toetad meie ettepanekuid haldusreformi täiendamiseks, siis pane pöial püsti (Y)!"
Kesk,"Keskerakond  on algatanud seadusmuudatuse, millega tagataks lasteaialastele vanuses 5-7 eluaastat riiklik lasteaiatoidutoetus. Seaduseelnõu algataja Mailis Repsi sõnul katab täna kehtiva koolieelsete lasteasutuste seaduse kohaselt lapse toidukulu lapsevanem, Keskerakonna ettepanek aitaks aga lapsevanemate kulutusi vähendada. Repsi sõnul on väljakäidud muudatus aga alles esimene samm ning tulevikus loodetakse tasuta söök tagada kõikidele lasteaias käivatele lastele.

""Paljude perede jaoks on iga võidetud euro oluline. Kui vaadata vaesusnumbreid, siis näiteks 2014. aastal elas viiendik Eesti lastest suhtelises vaesuses ja koguni üheksa protsenti absoluutses vaesuses. Nende laste jaoks võib lasteaias pakutav söök olla ainus täisväärtuslik ja tervislik toit päevas,"" rääkis Mailis Reps. Kui toetad meie ideed, siis pane pöial püsti (Y)!"
Kesk,"Keskerakonna juhatuses on Savisaare pooldajatel ülekaal ja seda tuleb kasutada. See pole enam demokraatia, kui erakonna juhatus otsutab ühtmoodi ja fraktsioon Riigikogus teisiti. See pole naljaasi, erakonna edu taga on praegu tuhandete eestlaste aastatepikkune tasuta töö. Selle üle ei tulda irvitama!"
Kesk,"""Lätis on diskussiooni ja ühiskonnakriitikat rohkem kui Eestis, neil on ette näidata ka majanduskasv ning peatunud väljaränne,"" nentis Riigikogu liige Mailis Reps võrreldes Eesti ja Läti tänast arengut. Reps tõdes Tallinna TV uudistesaates ""Täna+"", et Eesti on palganäitajate osas täna Lätist ees, ent ka selles valdkonnas tuleb Läti mühinal järele. Kuidas Sina Eestit ja Lätit võrdleks? Kas liigume õiges suunas?"
Kesk,"Edgar Savisaare järelhüüe Eri Klasile:

Inimene saab suureks läbi oma tegude ja olemuse. Haruharva kasvab mõne inimese tähendus igavikuliseks, muutudes rahvuslikuks aardeks ja sümboliks. Selline sümbol, vaieldamatu autoriteet ja ühiskonna tasakaalustaja oli kõigi poolt armastatud Eri Klas. Ta oli osa meie rahva ja maa ajaloost, samas alati kaasaegne, päikeseline – meie oma Eri, rahva president!

Vaid pereliikmed ja kõige lähemad sõbrad teadsid võitlusest, mida Eri viimastel kuudel haiglavoodis pidas, lõpuni uskudes, et jõuab koos tärkava kevadega tagasi koju oma armastatud pere juurde. Aga talv on visa taanduma ja veebruaripäevade somp viis viimase jõu vaikuse kutsele vastu panna.

Eri kabineti seinal on raamitud kaks motot, Jevgeni Jevtušenko luuletuse „Karjäär“ viimane rida: „Ma teen karjääri sellega, et ma seda ei tee.“ Ning Lydia Koidula luulerida: „Käi kindlalt! Nõua õigust! Aeg annab arutust.“ Need olid põhimõtted, mida järgides astus ta läbi elu – kultuuri suursaadik, rahva vaimne liider, meie Eri.

Ühes oma viimases intervjuus ütles Eri Klas: „Usun oma rahvasse, usun sünnimaa tulevikku, ja seda lootust ei saa minult keegi võtta. Armastan oma abikaasat, lapsi ja lapselapsi, sõpru ning häid kolleege – armastan elu.“

See armastus jääb meiega ka peale meistri lahkumist."
Kesk,"Pikaajalise koolidirektori Märt Sultsi hinnangul on väär, et Eestis leidub üldhariduskoole, kes koguvad lastevanematelt raha, mis näib vabatahtlikuna, kuid ilma milleta teatud teenuseid lihtsalt ei osutata. Olukorra lahendamiseks peab valitsus Sultsi hinnangul välja töötama põhimõtted, mis välistaks taoliste „annetuste“ küsimise. Sultsi sõnul on viimane aeg, et valitsus töötaks välja selge raamistiku, mis keelaks üldhariduskoolidel taolise raha kogumise ning teeks kohalikele omavalitsustele ettekirjutused praegu kehtivat seadust rikkunud koolijuhtide karistamiseks."
Kesk,"Seda kirjutas president Ilves õieti et eesti sotsmaks on liiga suur mis takistab siia normaalsete töökohtade 
teket.Eesti sotsmaks tuleks sellisel moel üldes ära kaotada .33 protsenti on ülimalt suur ,soomes on sotsmaksu 
protsent 2.08 ,Eestis võiks see ka olla 2 protsenti ,see hakkaks eesti majandust elavndama. samas peaks 
astmelise tulumaksu sisse viima kus 1000 eur oleks maksuvaba ja edasi iga 500 eur tõuseks 10 protsenti.Tulumaks 
tuleks siduda kodanikupalgaga ,samuti trahvi.Samuti kehtiks see tulumaks dividendide maksmisel. Eesti riik 
on nii rikas kui rikkad on tema inimesed,mitte valitsus.
SKP ei hakka ennem tõusma kui tavakodanikud rikkamaks saavad,see eeldab et riik peab vähendama tööjõu makse,et 
palgad tõusma hakkaksid. Kellele toota kui ostjaid pole,kuna inimesed on vaesed. Teiseks tuleks riigil sisse 
viia tingimusteta kodaniku palk 500 eur,sellega kaoksid pensionid ja muud abirahad ära,sotstöötajaid ei oleks 
enam tarvis,töötuks jäädes oleks kindlustus olemas ja oleks aega otsida uut tööd.Eesti suur häbiasi on kodutud 
veel 21 sajandil. Kodanikupalk lahendaks hulka selliseid probleeme eestis ja miks ka mitte euroliidus.Eestis on 
palgalt makstav summa 37-39 protsenti-sotsmaks ja tulumaks,soomes on see 18,5-20 protsenti. Siis on lootust et 
inimesed hakkavad tagasi eestisse tulema ja siin lapsi sünnitama et iivet tõsta. Maksupoliitikale ei ole tarvis 
kosmeetilist remonti nagu seda tehakse vaid kardinaalset ümbertegemist.Milline erakond selle tegemise omapeale 
võtab see saab ka järgmisesse valitsusse.Eesti rahvas on Reformierakonna poliitikas pettunud.
Kellele odavalt toota kui inimesed ei jõua osta ka seda odavat asja.Aeg on hakata  tegutsema õiges suunas, 
valitsuse röövelik ja laristav poliitika tuleb kiiremas korras hukka nõista ja lõpetada.
Euroliidu hävingupõhjused ongi endised sotsmaad oma maksusüsteemidega.
Me oleme jõudmas jälle sellisesse staadiumi nagu oli ennem esimest ja teist maailmasõda,kas me ei ole veel midagi 
õppinud sellest? Kas me tahame et see kriis lõpeb järjekordse sõjaga?Kui poliitikud ei oska enam valitseda siis 
oleks aeg tagasi astuda.Maksude tõstmine ei ole mingi lahendus,see hakkab hoopis negatiivset mõju avaldama 
lõppkokkuvõttes.Valitsuskulusi tuleb piirama hakkama."
Kesk,"Tänases Kesknädalas on avaldatud pikk intervjuu Keskerakonna esimehe Edgar Savisaarega ning sealt on võimalik lugeda nii mõndagi huvitavat! 

Kõik kiirelt lugema: http://kesknadal.ee/est/uudised?id=26225"
Kesk,"Iga tallinlane teab, et lund on sel aastal tõesti palju. Kui viimased aastad jõudsime võrdlemisi lumevaba olukorraga juba harjuda, siis nüüd tundub lumesadu tagasi tegevat kõik selle, mis varasemalt on sadamata jäänud. Kui lepingulised ettevõtted lumesaju jätkudes endiselt käsi laiutavad ning näpuga linnavalitsuse poole näitavad, siis on see selge signaal, et peame asuma munitsipaalse tänavapuhastuse ettevõtte loomise kallale, kirjutab Tallinna linnavolikogu aseesimees Lauri Laats."
Kesk,"Riigikogu Keskerakonna fraktsioon andis täna tervise- ja tööminister Jevgeni Ossinovskile üle arupärimise, milles nõutakse ministri põhjendust ja vastuseid perearstipunktide sulgemisele Valgamaal ja Võrumaal. Kagu-Eestist parlamenti valitud rahvasaadik Heimar Lenk leiab, et taoline samm on järjekordne näide maaelu suretamisest. Kas Teie piirkonnas on vajalikud teenused veel olemas?"
Kesk,"Riigikogu Keskerakonna fraktsiooni esimees Kadri Simson kritiseeris sotsiaalministeeriumi võimetust tagada puudega inimestele vajalikud abivahendid senise hinnaga.

„Sotsiaalsete abivahendite müümise ja rentimise korraldust muutes lubati puudega inimestele senisest soodsamaid hindu ja laiemaid valikuvõimalusi. Reaalselt tähendab uus kord väga paljudele ootamatut ja ebaõiglast hinnatõusu. Sotsiaalkaitseminister Margus Tsahknal tuleb petetud inimeste ees vabandada ning tekitatud segadus kiiremas korras lahendada, mitte vastutust mujale veeretada,“ lausus Simson. Kas nõustud Kadriga?"
Kesk,"Andrei Novikov: kas sotsid seisavad tõesti parema alkoholipoliitika eest? 

""Alkohol ja autojuhtimine ei sobi kokku. Pean õigeks iga algatust, mis aitab neid kahte lahus hoida,"" kommenteeris Andrei Novikov Riigikogus hääletuse all olnud seadusemuudatust, mis keelanuks alkohoolsete jookide jaemüügi tanklate territooriumil. 

Paraku ei olnud taoline arvamus parlamendis valdav ning keskfraktsiooni vastavasisuline ettepanek hääletati juba esimesel lugemisel menetlusest välja. Riigikogu majanduskomisjoni liikme Andrei Novikovi hinnangul muudab hääletuse eriti kummaliseks sotsiaaldemokraatide käitumine, kes meedia vahendusel on pidamas tõsist alkoholivastast sõda, kuid reaalsuses tegudeni ei jõua. Kes ikkagi seisab parema alkoholipoliitika eest?"
Kesk,Täna täienesid meie read Keskerakonna fraktsioonis Oudekki Loonega. Oudekki hakkab meie erakonna seisukohti kaitsma riigikaitsekomisjonis ning Euroopa Liidu asjade komisjonis. Jõudu!
Kesk,"Eesti Keskerakonna kongressi valimistoimkonna juht registreeris XV kongressil valitavale erakonna esimehe kohale seitse kandidaati. Esimehe kandidaadiks on esitatud ning kandideerimiseks nõusoleku andnud Edgar Savisaar, Kadri Simson, Jaanus Karilaid, Toomas Vitsut, Mihhail Stalnuhhin, Yana Toom ja Oudekki Loone. Keda toetad Sina?"
